txn_id,account_id,card_id,token_id,customer_id,merchant_id,descriptor,mcc,txn_type,billing_amount,billing_currency,txn_amount,txn_currency,fx_rate,auth_amount,auth_id,auth_code,auth_response_code,auth_timestamp_utc,txn_local_datetime,merchant_timezone,processing_date,posting_date,pos_entry_mode,card_present,channel,cof_type,eci,cavv_present,three_ds_status,three_ds_browser_ip,avs_result,cvv2_presence,cvv2_result,clearing_seq,clearing_count,arn,related_txn_id,fraud_reported_at,available_at
TXN-0000032,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00029,HEARTHSIDE GROCERS CO,5411,purchase,135.86,USD,135.86,USD,,135.86,AUT-00000032,S2MHMP,00,2025-10-08T01:46:00Z,2025-10-07 19:46:00,America/Denver,2025-10-08,2025-10-08,05,true,in_store,none,,,,,,,,1,1,74418085281000000000325,,,2025-10-08T06:00:00Z
TXN-0000033,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00029,HEARTHSIDE GROCERS CO,5411,purchase,148.02,USD,148.02,USD,,148.02,AUT-00000033,XZG5BD,00,2025-11-26T00:59:00Z,2025-11-25 17:59:00,America/Denver,2025-11-26,2025-11-26,05,true,in_store,none,,,,,,,,1,1,74418085330000000000334,,,2025-11-26T06:00:00Z
TXN-0000034,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00028,GREENBASKET MARKET CO,5411,purchase,86.10,USD,86.10,USD,,86.10,AUT-00000034,9V2Y9W,00,2025-12-08T00:37:00Z,2025-12-07 17:37:00,America/Denver,2025-12-09,2025-12-09,05,true,in_store,none,,,,,,,,1,1,74417335343000000000347,,,2025-12-09T06:00:00Z
TXN-0000035,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00030,FIELDSTONE FOODS # CO,5411,purchase,53.73,USD,53.73,USD,,53.73,AUT-00000035,VXGES4,00,2026-01-07T00:52:00Z,2026-01-06 17:52:00,America/Denver,2026-01-07,2026-01-07,07,true,in_store,none,,,,,,,,1,1,74415226007000000000354,,,2026-01-07T06:00:00Z
TXN-0000036,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00030,FIELDSTONE FOODS # CO,5411,purchase,110.33,USD,110.33,USD,,110.33,AUT-00000036,QCX7KR,00,2026-02-18T02:24:00Z,2026-02-17 19:24:00,America/Denver,2026-02-18,2026-02-18,05,true,in_store,none,,,,,,,,1,1,74415226049000000000362,,,2026-02-18T06:00:00Z
TXN-0000037,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00028,GREENBASKE*DENVER,5411,purchase,72.23,USD,72.23,USD,,72.23,AUT-00000037,NS3QVN,00,2026-03-03T00:35:00Z,2026-03-02 17:35:00,America/Denver,2026-03-03,2026-03-03,05,true,in_store,none,,,,,,,,1,1,74417336062000000000377,,,2026-03-03T06:00:00Z
TXN-0000038,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00028,GREENBASKE*DENVER,5411,purchase,35.28,USD,35.28,USD,,35.28,AUT-00000038,Y56L9Q,00,2026-04-04T01:44:00Z,2026-04-03 19:44:00,America/Denver,2026-04-05,2026-04-05,05,true,in_store,none,,,,,,,,1,1,74417336095000000000386,,,2026-04-05T06:00:00Z
TXN-0000039,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00028,GREENBASKE*DENVER,5411,purchase,52.28,USD,52.28,USD,,52.28,AUT-00000039,5VSF1R,00,2026-05-20T13:05:00Z,2026-05-20 07:05:00,America/Denver,2026-05-21,2026-05-21,05,true,in_store,none,,,,,,,,1,1,74417336141000000000398,,,2026-05-21T06:00:00Z
TXN-0000040,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00029,HEARTHSIDE*DENVER,5411,purchase,67.75,USD,67.75,USD,,67.75,AUT-00000040,ZQ53MC,00,2026-06-19T02:06:00Z,2026-06-18 20:06:00,America/Denver,2026-06-19,2026-06-19,05,true,in_store,none,,,,,,,,1,1,74418086170000000000400,,,2026-06-19T06:00:00Z
TXN-0000041,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00029,HEARTHSIDE*DENVER,5411,purchase,27.22,USD,27.22,USD,,27.22,AUT-00000041,M7AKWR,00,2026-07-24T20:33:00Z,2026-07-24 14:33:00,America/Denver,2026-07-26,2026-07-26,07,true,in_store,none,,,,,,,,1,1,74418086207000000000415,,,2026-07-26T06:00:00Z
TXN-0000042,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00028,GREENBASKE*DENVER,5411,purchase,133.11,USD,133.11,USD,,133.11,AUT-00000042,EH52MF,00,2026-08-03T16:03:00Z,2026-08-03 10:03:00,America/Denver,2026-08-04,2026-08-04,07,true,in_store,none,,,,,,,,1,1,74417336216000000000422,,,2026-08-04T06:00:00Z
TXN-0000043,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00029,HEARTHSIDE*DENVER,5411,purchase,79.03,USD,79.03,USD,,79.03,AUT-00000043,Z0WZCE,00,2026-09-09T18:10:00Z,2026-09-09 12:10:00,America/Denver,2026-09-10,2026-09-10,07,true,in_store,none,,,,,,,,1,1,74418086253000000000434,,,2026-09-10T06:00:00Z
TXN-0000044,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00028,GREENBASKE*DENVER,5411,purchase,151.04,USD,151.04,USD,,151.04,AUT-00000044,PX08XW,00,2026-10-12T14:37:00Z,2026-10-12 08:37:00,America/Denver,2026-10-13,2026-10-13,05,true,in_store,none,,,,,,,,1,1,74417336286000000000443,,,2026-10-13T06:00:00Z
TXN-0000045,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00065,LANTERN ROW KITCHE CO,5812,purchase,51.32,USD,51.32,USD,,51.32,AUT-00000045,CN29U0,00,2025-10-13T01:25:00Z,2025-10-12 19:25:00,America/Denver,2025-10-15,2025-10-15,05,true,in_store,none,,,,,,,,1,1,74413055288000000000458,,,2025-10-15T06:00:00Z
TXN-0000046,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00064,COPPER KETTLE BIST CO,5812,purchase,133.68,USD,133.68,USD,,133.68,AUT-00000046,LJF2X9,00,2025-11-27T03:23:00Z,2025-11-26 20:23:00,America/Denver,2025-11-27,2025-11-27,05,true,in_store,none,,,,,,,,1,1,74412015331000000000468,,,2025-11-27T06:00:00Z
TXN-0000047,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00064,COPPER KETTLE BIST CO,5812,purchase,58.78,USD,58.78,USD,,58.78,AUT-00000047,KXDHF1,00,2025-12-27T16:59:00Z,2025-12-27 09:59:00,America/Denver,2025-12-29,2025-12-29,07,true,in_store,none,,,,,,,,1,1,74412015363000000000477,,,2025-12-29T06:00:00Z
TXN-0000048,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00064,COPPER KETTLE BIST CO,5812,purchase,84.27,USD,84.27,USD,,84.27,AUT-00000048,HHVMXQ,00,2026-02-19T01:45:00Z,2026-02-18 18:45:00,America/Denver,2026-02-19,2026-02-19,05,true,in_store,none,,,,,,,,1,1,74412016050000000000481,,,2026-02-19T06:00:00Z
TXN-0000049,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00065,LANTERN ROW KITCHE CO,5812,purchase,24.44,USD,24.44,USD,,24.44,AUT-00000049,KJ7UWS,00,2026-04-07T23:33:00Z,2026-04-07 17:33:00,America/Denver,2026-04-08,2026-04-08,07,true,in_store,none,,,,,,,,1,1,74413056098000000000498,,,2026-04-08T06:00:00Z
TXN-0000050,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00064,COPPER KETTLE BIST CO,5812,purchase,74.68,USD,74.68,USD,,74.68,AUT-00000050,T8F8SM,00,2026-05-20T01:38:00Z,2026-05-19 19:38:00,America/Denver,2026-05-20,2026-05-20,05,true,in_store,none,,,,,,,,1,1,74412016140000000000509,,,2026-05-20T06:00:00Z
TXN-0000051,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00066,SALTBOX DINER CO,5812,purchase,132.25,USD,132.25,USD,,132.25,AUT-00000051,YB7GXB,00,2026-07-15T20:00:00Z,2026-07-15 14:00:00,America/Denver,2026-07-16,2026-07-16,07,true,in_store,none,,,,,,,,1,1,74416906197000000000517,,,2026-07-16T06:00:00Z
TXN-0000052,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00065,LANTERN ROW KITCHE CO,5812,purchase,42.38,USD,42.38,USD,,42.38,AUT-00000052,QSKJGH,00,2026-09-04T22:48:00Z,2026-09-04 16:48:00,America/Denver,2026-09-05,2026-09-05,07,true,in_store,none,,,,,,,,1,1,74413056248000000000521,,,2026-09-05T06:00:00Z
TXN-0000053,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00065,LANTERN ROW KITCHE CO,5812,purchase,54.09,USD,54.09,USD,,54.09,AUT-00000053,Z2TB6Y,00,2026-10-17T19:02:00Z,2026-10-17 13:02:00,America/Denver,2026-10-18,2026-10-18,07,true,in_store,none,,,,,,,,1,1,74413056291000000000535,,,2026-10-18T06:00:00Z
TXN-0000054,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00091,BRISK BURGER CO,5814,purchase,19.69,USD,19.69,USD,,19.69,AUT-00000054,MFBR2H,00,2025-10-16T02:08:00Z,2025-10-15 20:08:00,America/Denver,2025-10-16,2025-10-16,05,true,in_store,none,,,,,,,,1,1,74415225289000000000546,,,2025-10-16T06:00:00Z
TXN-0000055,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00091,BRISK BURGER CO,5814,purchase,14.25,USD,14.25,USD,,14.25,AUT-00000055,P5045J,00,2026-01-05T19:50:00Z,2026-01-05 12:50:00,America/Denver,2026-01-06,2026-01-06,05,true,in_store,none,,,,,,,,1,1,74415226006000000000553,,,2026-01-06T06:00:00Z
TXN-0000056,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00091,BRISK BURGER CO,5814,purchase,22.24,USD,22.24,USD,,22.24,AUT-00000056,Y139BU,00,2026-02-09T04:37:00Z,2026-02-08 21:37:00,America/Denver,2026-02-09,2026-02-09,07,true,in_store,none,,,,,,,,1,1,74415226040000000000569,,,2026-02-09T06:00:00Z
TXN-0000057,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00091,BRISK BURGER CO,5814,purchase,18.11,USD,18.11,USD,,18.11,AUT-00000057,73H98T,00,2026-03-19T20:14:00Z,2026-03-19 14:14:00,America/Denver,2026-03-20,2026-03-20,07,true,in_store,none,,,,,,,,1,1,74415226079000000000571,,,2026-03-20T06:00:00Z
TXN-0000058,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00092,TACOLOCO EXPRESS CO,5814,purchase,15.08,USD,15.08,USD,,15.08,AUT-00000058,32VPN5,00,2026-05-16T00:30:00Z,2026-05-15 18:30:00,America/Denver,2026-05-18,2026-05-18,05,true,in_store,none,,,,,,,,1,1,74415226138000000000588,,,2026-05-18T06:00:00Z
TXN-0000059,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00091,BRISK BURGER CO,5814,purchase,17.02,USD,17.02,USD,,17.02,AUT-00000059,QZ2QMV,00,2026-06-09T18:25:00Z,2026-06-09 12:25:00,America/Denver,2026-06-10,2026-06-10,05,true,in_store,none,,,,,,,,1,1,74415226161000000000596,,,2026-06-10T06:00:00Z
TXN-0000060,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00091,BRISK BURGER CO,5814,purchase,21.01,USD,21.01,USD,,21.01,AUT-00000060,6QFUT4,00,2026-08-02T03:59:00Z,2026-08-01 21:59:00,America/Denver,2026-08-03,2026-08-03,07,true,in_store,none,,,,,,,,1,1,74415226215000000000600,,,2026-08-03T06:00:00Z
TXN-0000061,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00115,PINEGROVE FUEL #12 CO,5542,purchase,27.33,USD,27.33,USD,,27.33,AUT-00000061,ECVR30,00,2025-11-26T01:07:00Z,2025-11-25 18:07:00,America/Denver,2025-11-26,2025-11-26,05,true,in_store,none,,,,,,,,1,1,74413055330000000000613,,,2025-11-26T06:00:00Z
TXN-0000062,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00115,PINEGROVE FUEL #12 CO,5542,purchase,57.54,USD,57.54,USD,,57.54,AUT-00000062,J3KV9V,00,2026-04-02T01:51:00Z,2026-04-01 19:51:00,America/Denver,2026-04-02,2026-04-02,07,true,in_store,none,,,,,,,,1,1,74413056092000000000627,,,2026-04-02T06:00:00Z
TXN-0000063,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00130,WELLSPRING PHARMAC CO,5912,purchase,34.94,USD,34.94,USD,,34.94,AUT-00000063,YX0XEN,00,2026-07-23T23:59:00Z,2026-07-23 17:59:00,America/Denver,2026-07-24,2026-07-24,05,true,in_store,none,,,,,,,,1,1,74418086205000000000631,,,2026-07-24T06:00:00Z
TXN-0000064,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00130,WELLSPRING PHARMAC CO,5912,purchase,42.09,USD,42.09,USD,,42.09,AUT-00000064,RATNGQ,00,2026-10-03T15:38:00Z,2026-10-03 09:38:00,America/Denver,2026-10-06,2026-10-06,07,true,in_store,none,,,,,,,,1,1,74418086279000000000640,,,2026-10-06T06:00:00Z
TXN-0000065,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00159,BRAMBLE & BOX,5999,purchase,173.18,USD,173.18,USD,,173.18,AUT-00000065,T6VRTS,00,2025-11-27T18:32:00Z,2025-11-27 11:32:00,America/Denver,2025-11-28,2025-11-28,01,false,ecommerce,none,05,true,Y,,Y,1,M,1,1,74414175332000000000657,,,2025-11-28T06:00:00Z
TXN-0000066,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00159,BRAMBLE & BOX,5999,purchase,70.59,USD,70.59,USD,,70.59,AUT-00000066,ATKKV5,00,2026-01-18T17:36:00Z,2026-01-18 10:36:00,America/Denver,2026-01-19,2026-01-19,01,false,ecommerce,none,05,true,Y,,Y,1,M,1,1,74414176019000000000663,,,2026-01-19T06:00:00Z
TXN-0000067,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00159,BRAMBLE & BOX,5999,purchase,56.60,USD,56.60,USD,,56.60,AUT-00000067,8329CQ,00,2026-03-15T22:13:00Z,2026-03-15 16:13:00,America/Denver,2026-03-17,2026-03-17,01,false,ecommerce,none,07,false,,,U,1,M,1,1,74414176076000000000671,,2026-04-10T14:00:00Z,2026-03-17T06:00:00Z
TXN-0000068,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00160,FERNTREE SUPPLY,5999,purchase,20.86,USD,20.86,USD,,20.86,AUT-00000068,4EVLQ8,00,2026-04-02T14:16:00Z,2026-04-02 10:16:00,America/New_York,2026-04-03,2026-04-03,01,false,ecommerce,none,07,false,,,U,1,M,1,1,74415226093000000000680,,,2026-04-03T06:00:00Z
TXN-0000069,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00159,BRAMBLE & BOX,5999,purchase,30.93,USD,30.93,USD,,30.93,AUT-00000069,N67DQK,00,2026-05-16T19:35:00Z,2026-05-16 13:35:00,America/Denver,2026-05-17,2026-05-17,01,false,ecommerce,none,07,false,,,Y,1,M,1,1,74414176137000000000694,,,2026-05-17T06:00:00Z
TXN-0000070,ACC-CR-00002,CRD-000002,,CUS-00002,MER-00174,SPARKDEN GAMES,5816,purchase,6.91,USD,6.91,USD,,6.91,AUT-00000070,BQ2AF0,00,2025-10-13T23:27:00Z,2025-10-13 16:27:00,America/Los_Angeles,2025-10-14,2025-10-14,01,false,ecommerce,none,05,true,Y,,Z,1,M,1,1,74414175287000000000702,,,2025-10-14T06:00:00Z
